Age,City_Tier,Education,Sector,Marital_Status,Dependents,Income,Rent,Groceries,Transport,Healthcare,Entertainment,Loan_Repayment,Savings_Goal,Potential_Savings
34,2,Master,Healthcare,Married,1,51585.73,5178.76,4639.77,3446.69,2947.43,3680.91,5252.6,6296.94,26439.57
60,1,HS,Manufacturing,Married,2,39333.47,10113.36,4271.4,3851.47,657.12,420.68,3179.07,4498.7,16840.37
42,3,Bachelor,Retail,Single,3,35979.29,12509.68,2904.44,872.22,1931.78,2643.49,0.0,2445.41,15117.67
23,1,HS,Manufacturing,Married,2,25989.23,2503.88,1734.77,1671.21,1512.62,1611.71,3277.32,3920.51,13677.73
29,2,HS,IT,Married,2,26279.7,6604.16,800.0,830.05,1430.74,1146.22,0.0,2119.89,15468.54
50,2,HS,Manufacturing,Married,1,24556.27,4093.3,1601.74,1610.86,983.14,1521.33,1554.2,4873.26,13191.69
39,3,Bachelor,Manufacturing,Single,0,32776.5,8856.95,3426.89,2489.9,1432.17,2829.1,0.0,2149.65,13741.49
28,3,Bachelor,Manufacturing,Married,0,31010.7,4495.14,3966.14,1959.2,629.1,1030.93,2477.66,2128.83,16452.52
56,3,HS,Finance,Married,0,28531.73,7978.73,3337.3,808.46,1831.1,281.95,0.0,2790.28,14294.19
23,1,Bachelor,IT,Married,1,48321.05,8969.4,5778.24,4386.06,3700.67,1579.27,8850.75,3184.76,15056.66
28,1,,IT,Married,2,36938.84,5364.94,4471.98,1100.85,1942.27,183.75,0.0,3164.66,23875.06
40,3,HS,Gov,Single,1,27924.53,6022.02,2237.2,1255.78,777.39,3768.37,2240.89,3831.63,11622.89
19,2,Master,IT,Single,0,34014.22,5978.08,1396.49,2846.33,1069.12,2664.09,1513.44,3401.57,18546.66
36,2,Bachelor,Manufacturing,Single,1,36557.78,2822.29,3459.7,2373.56,832.75,2701.32,1082.16,2802.9,23285.99
61,3,Master,IT,Married,4,73386.45,10361.33,3767.98,1171.34,4465.47,3132.41,,11589.61,43664.11
63,1,HS,IT,Married,1,56936.41,17281.52,5996.63,3507.91,1408.19,1105.7,0.0,4699.8,27636.47
59,2,HS,Healthcare,Single,2,34417.09,7084.35,3301.04,2282.12,1862.58,338.18,3374.65,3742.69,16174.17
33,3,Master,Gov,Married,4,39436.36,10157.73,6294.44,3132.12,1783.42,2960.27,7337.47,5770.39,7770.9
21,2,HS,Manufacturing,Married,2,21805.08,3543.27,2977.8,1788.17,1394.42,1216.09,0.0,4006.44,10885.32
57,3,HS,Retail,Single,1,26569.11,6734.32,3040.7,1942.39,,515.31,0.0,1619.57,12509.22
35,2,Bachelor,Retail,Single,1,25240.94,5762.69,2076.34,1573.61,1263.26,170.71,0.0,1851.92,14394.35
53,2,Bachelor,Healthcare,Married,2,51258.76,,2867.01,2532.11,859.03,2167.67,5021.22,8311.07,22404.21
23,3,Master,Retail,Single,1,23241.68,5237.1,3746.52,1695.86,1255.31,401.37,0.0,2740.39,10905.51
50,3,PhD,Finance,Married,2,57058.19,11786.84,5474.66,3410.32,563.02,2620.08,7848.86,7702.03,25354.41
46,3,HS,IT,Married,1,33068.23,6734.71,3668.78,2728.84,1139.32,2892.99,0.0,4367.03,15903.58
62,2,HS,Manufacturing,Single,4,36110.54,7538.48,2750.08,2802.46,2381.9,0.0,0.0,3196.84,20637.62
22,2,Bachelor,Healthcare,Married,3,29663.89,7371.66,4458.97,768.98,1377.66,1244.87,1913.86,1521.74,12527.89
37,2,HS,Manufacturing,Married,0,34840.35,8645.66,2510.71,3945.46,470.09,2961.2,0.0,4149.41,16307.23
65,2,Bachelor,Gov,Married,2,35925.12,5332.81,3148.32,2201.61,1668.75,2123.18,6597.12,1614.91,14853.33
36,3,Bachelor,IT,Married,0,35138.19,10692.43,3908.0,2543.29,2211.07,3988.69,0.0,2789.11,11794.72
49,3,Master,Gov,Single,0,48086.06,7378.36,6234.42,1315.27,1856.21,2412.55,0.0,10904.77,28889.25
25,2,Master,Manufacturing,Single,0,34563.24,7150.12,3090.88,2096.79,2419.08,3483.62,0.0,2974.24,16322.74
52,3,HS,Retail,Single,1,28259.41,6019.18,2876.63,1317.83,1301.98,1798.5,0.0,3162.53,14945.3
31,2,HS,Manufacturing,Married,1,24048.09,5039.82,1927.77,1973.67,1183.93,878.7,362.83,4110.44,12681.37
45,3,PhD,Manufacturing,Single,3,41212.68,9301.22,4007.13,2107.81,2532.19,1958.79,0.0,5435.83,21305.53
60,2,HS,Retail,Married,1,36998.74,6093.59,4263.27,2199.35,845.47,2638.52,0.0,1716.99,20958.54
49,3,HS,Manufacturing,Married,0,26829.38,6078.67,3883.8,410.32,1027.78,1409.88,0.0,2413.8,14018.93
40,3,HS,Retail,Married,1,24935.41,4976.55,2580.22,1321.77,1414.7,1734.4,1920.54,5793.1,10987.23
27,2,HS,Healthcare,Single,1,32479.99,9990.57,2091.03,3629.45,237.99,362.38,5331.12,5366.86,10837.45
34,3,HS,IT,Married,4,20013.9,4100.4,3012.31,1453.19,1207.11,1305.9,1439.59,3573.24,7495.39
58,2,HS,Retail,Married,0,33239.09,10405.92,4033.77,1761.08,1787.21,963.72,0.0,1573.52,14287.39
28,3,HS,Manufacturing,Single,2,20098.07,4804.77,2269.76,1575.24,980.53,479.76,0.0,2864.56,9988.02
49,1,Master,Healthcare,Married,0,66977.9,13342.34,10365.34,3239.72,4466.31,3958.31,11185.58,5482.0,20420.29
41,1,HS,Manufacturing,Single,1,42806.73,13275.39,6298.12,2703.01,1432.32,1093.99,3386.63,1707.85,14617.27
33,3,Master,Retail,Married,1,25997.78,8471.94,1788.43,1993.04,477.62,2595.64,0.0,3336.68,10671.11
52,3,,Retail,Married,3,33678.99,6552.54,3193.72,2588.31,2473.84,1439.98,2469.17,4585.81,14961.44
35,3,Bachelor,Gov,Married,0,30764.6,7163.76,1786.48,3681.12,520.93,268.51,0.0,5594.7,17343.8
31,2,PhD,Manufacturing,Single,1,45148.34,11958.85,4443.89,1269.89,2886.48,0.0,2519.33,7729.63,22069.89
43,1,Bachelor,Finance,Married,0,56849.75,12952.01,6144.86,3496.09,2410.21,2359.16,0.0,7197.14,29487.42
54,2,HS,Manufacturing,Single,0,34024.44,6780.87,1615.15,2599.69,1894.96,1563.23,1220.89,735.12,18349.66
59,3,Bachelor,,Single,0,29496.46,,2843.76,2270.47,490.47,339.98,3385.18,2441.08,14419.32
48,3,HS,Manufacturing,Married,1,30500.13,9481.54,2613.7,2471.31,801.35,1723.15,0.0,4723.87,13409.07
49,3,HS,Retail,Single,2,25684.54,7821.01,3415.52,1117.49,1395.5,1105.24,0.0,4635.51,10829.78
55,2,Master,Gov,Married,4,46510.13,9025.9,6987.03,2253.51,2310.57,1510.97,5944.94,6893.21,18477.22
30,3,Master,Gov,Single,1,36121.93,7455.42,4855.19,2929.93,871.31,115.06,0.0,4524.35,19895.04
30,1,Bachelor,IT,Married,4,39092.09,7247.64,3632.49,3427.15,1551.1,0.0,1671.32,4462.06,21562.4
41,3,Bachelor,Finance,Married,0,35873.09,11222.4,4477.14,1291.79,580.25,1557.97,3519.48,1570.88,13224.07
48,2,Bachelor,,Married,0,30230.97,6078.11,2656.75,685.62,723.34,1991.25,0.0,2710.3,18095.89
49,2,HS,Gov,Married,1,33236.81,8033.53,2473.0,2385.93,888.48,1616.4,2618.94,4891.21,15220.53
25,2,HS,Retail,Single,0,16981.4,4903.58,1285.02,1145.19,200.0,900.62,3094.08,1159.88,5452.9
55,3,,IT,Married,0,48967.9,5060.43,6515.79,2602.62,1831.4,1332.28,3663.41,2820.32,27961.96
35,1,HS,Manufacturing,Single,3,21542.77,4793.49,3285.4,1821.34,683.07,933.32,3049.42,2089.87,6976.72
60,1,HS,Gov,Single,1,223324.64,9931.41,4132.5,3187.17,2817.79,0.0,2477.49,6046.6,200778.28
52,3,Bachelor,Finance,Married,1,43579.64,,5243.91,4002.33,708.32,3659.13,4096.09,7675.99,12093.6
65,3,Bachelor,Healthcare,Single,0,42334.03,,3463.25,2365.04,1814.91,417.74,4443.86,6256.87,24893.21
48,2,HS,Retail,Single,0,28383.02,2741.24,3579.74,2278.56,1213.56,2047.73,3944.88,2923.68,12577.31
43,1,Master,IT,Married,0,63255.81,20563.72,3297.53,3490.81,641.85,3421.41,5226.65,9162.38,26613.83
27,2,Master,Manufacturing,Married,0,45213.31,8267.16,6112.03,4752.35,200.0,1129.5,1209.64,6730.72,23542.63
37,1,Bachelor,Gov,Married,0,31566.66,4506.37,4323.99,2763.84,800.26,2104.32,0.0,3247.7,17067.89
59,2,HS,IT,Single,0,61766.71,8118.47,5007.28,1491.23,4238.17,4342.1,0.0,4496.54,38569.45
36,1,Bachelor,Healthcare,Married,0,41619.88,10127.77,5903.99,2063.95,2162.73,2065.49,0.0,7286.88,19295.95
20,2,Bachelor,Retail,Married,3,29630.72,7101.62,800.0,1706.71,991.21,812.94,0.0,3035.29,18218.24
29,2,Bachelor,Manufacturing,Married,1,29900.75,7625.95,2707.05,1438.85,887.44,559.94,1885.85,2975.77,14795.68
46,1,Bachelor,Finance,Married,1,62846.4,13138.08,8032.24,3636.67,3106.81,297.04,0.0,9081.5,34635.56
48,2,HS,Retail,Married,0,24276.38,8304.32,2349.37,1352.76,928.72,765.82,0.0,1877.45,10575.39
65,2,HS,Manufacturing,Married,3,28904.66,6578.97,1397.65,447.34,2023.01,1360.12,5370.78,1787.32,11726.79
62,2,Master,Manufacturing,Married,1,62633.47,12916.88,6610.41,3649.8,2577.6,4226.21,14165.59,4097.3,18486.99
43,1,HS,Finance,Married,1,57057.2,8569.57,4321.1,3683.37,2479.24,4022.59,,8369.19,29508.89
44,2,Bachelor,Gov,Single,0,30557.56,4060.57,4282.34,1013.33,975.19,1145.94,0.0,3552.49,19080.19
56,3,Master,Retail,Single,2,47317.04,16505.15,2255.06,2801.06,819.3,2119.99,0.0,3025.66,22816.48
20,3,HS,IT,Single,0,14058.39,1851.65,1397.27,1009.15,791.03,895.36,0.0,1510.5,8113.93
46,2,PhD,Finance,Married,2,65671.73,9901.69,3573.86,3531.63,2485.71,1684.89,7647.61,8521.08,36846.34
40,3,Master,Retail,Single,0,28889.42,6346.48,2969.15,2115.58,1451.76,1692.14,2706.27,2736.64,11608.04
55,3,Bachelor,Retail,Single,0,31287.57,9865.2,2086.35,2234.08,1136.14,2126.55,4391.68,743.14,9447.57
56,2,Bachelor,Manufacturing,Single,0,49820.35,7837.06,4754.94,834.83,993.18,2252.61,0.0,3520.2,33147.72
49,2,Master,Retail,Married,2,29688.03,6214.44,2466.8,1349.57,1195.19,1123.6,0.0,4678.44,17338.44
49,1,HS,IT,Married,2,53801.11,13137.94,4485.96,4155.43,2384.16,5095.8,0.0,6208.94,24541.82
51,2,Bachelor,IT,Single,2,39234.18,9199.12,4073.45,2074.38,581.73,1070.78,3285.31,3423.45,18949.41
45,2,HS,Gov,Single,0,25936.94,7793.33,3168.07,2301.23,1097.48,1057.05,4555.55,3419.82,5964.24
28,2,Master,Healthcare,Married,1,41670.4,10502.19,4326.14,1133.19,982.34,2769.64,0.0,8201.21,21956.91
31,3,Bachelor,IT,Married,0,35585.06,12947.56,3409.36,1280.34,200.0,677.51,0.0,6916.9,17070.29
53,1,Master,Manufacturing,Married,0,60200.72,15389.37,8188.19,5335.06,2474.14,1040.52,0.0,8921.6,27773.45
47,2,HS,Manufacturing,Married,4,23338.26,5708.44,1747.64,1771.52,873.46,1263.93,0.0,3562.28,11973.27
29,3,HS,,Married,1,25036.8,3606.9,2925.73,1253.97,870.75,766.3,4381.19,2399.94,11231.96
60,2,Master,IT,Single,1,62433.6,15174.98,5650.56,3054.95,2370.82,5926.34,0.0,9580.76,30255.95
65,1,Bachelor,,Married,0,56058.03,9494.59,9317.36,5443.08,2642.22,5026.7,0.0,8851.23,24134.09
48,3,Bachelor,Retail,Single,0,28861.11,6036.45,2181.89,1565.75,2205.56,1202.76,4309.31,2085.6,11359.38
28,2,Bachelor,Retail,Single,3,29762.21,7126.67,2059.99,833.5,848.98,1835.74,1463.33,6073.03,15594.0
63,1,HS,Retail,Single,0,51488.51,13115.77,4972.55,4705.31,303.27,2118.96,0.0,7722.1,26272.67
29,2,HS,Retail,Single,1,21701.12,5005.35,2022.21,483.96,772.38,1103.37,0.0,2065.27,12313.85
38,1,HS,Manufacturing,Married,2,45166.45,7110.73,4755.47,2022.92,785.67,3784.84,0.0,7242.58,26706.82
59,3,Master,IT,Single,3,62667.57,9803.31,6292.3,1784.11,2263.24,3199.61,7249.5,2013.76,32075.49
42,1,HS,Gov,Married,0,36291.78,5415.4,3526.65,3529.98,200.0,1287.11,0.0,2839.85,22332.64
29,3,Bachelor,Finance,Married,0,24326.76,6182.41,3413.51,1345.98,1647.88,0.0,0.0,4567.11,11736.97
21,1,PhD,Finance,Married,0,50623.32,10586.81,7099.9,1304.88,1334.15,588.99,0.0,6771.22,29708.59
35,3,Master,IT,Married,1,47180.01,11232.84,4766.96,3663.48,1729.77,4458.43,0.0,239.65,21328.53
50,1,Bachelor,Manufacturing,Married,1,44418.84,6740.31,4303.89,3443.58,936.54,3827.12,5240.69,8716.12,19926.7
52,3,Bachelor,Manufacturing,Single,2,35177.44,6379.14,3655.73,1291.86,504.9,559.88,5664.44,2864.65,17121.49
28,1,Master,Manufacturing,Married,0,45428.83,13466.51,5166.96,4377.25,2260.34,1566.51,0.0,3151.95,18591.26
25,3,Master,Manufacturing,Married,1,21306.82,4262.61,1066.0,487.67,225.11,808.05,0.0,2719.9,14457.38
51,3,Master,Healthcare,Married,0,41349.19,13109.51,5840.7,2910.6,2302.03,1535.97,2266.18,6694.42,13384.21
25,2,Bachelor,Gov,Single,3,32588.3,8467.1,4144.94,2988.58,2184.73,486.26,0.0,4635.27,14316.71
21,1,Bachelor,Healthcare,Married,0,30800.95,5911.37,2783.13,3038.64,2267.83,627.7,0.0,6502.73,16172.27
41,2,Master,Gov,Single,0,31618.63,9180.84,2473.95,2503.59,1141.11,1351.75,0.0,2073.33,14967.39
45,2,Master,IT,Single,2,49869.0,11813.22,3121.25,2216.53,1661.61,2525.58,0.0,5179.52,28530.83
29,2,Bachelor,Manufacturing,Married,4,32057.75,4942.39,3732.96,2188.5,768.26,4.01,0.0,3759.85,20421.63
28,2,HS,IT,Married,1,29557.2,6587.63,4611.47,1221.55,1373.53,2768.84,6461.51,3891.38,6532.66
29,3,Master,,Single,0,24473.8,5482.17,800.0,2097.79,450.43,1331.96,0.0,3423.58,14311.45
34,3,Bachelor,Gov,Single,2,23231.11,4079.01,2278.0,1782.31,1628.72,1161.53,2439.87,1767.09,9861.68
18,2,HS,Finance,Married,3,28123.36,5316.96,1346.28,2594.14,810.06,1973.83,4277.49,3298.03,11804.62
18,1,HS,Retail,Single,1,18181.83,1961.66,1561.49,1181.04,850.58,562.01,2088.04,2264.49,9977.0
35,1,HS,Retail,Married,2,31455.24,,2728.7,1694.94,1545.69,238.59,5467.72,4683.56,12626.02
18,3,Bachelor,IT,Married,3,28712.1,,4062.86,2561.66,364.55,0.0,5641.75,3606.24,10564.04
33,3,HS,Manufacturing,Single,0,23778.73,4480.69,2501.06,1031.58,200.0,1707.53,4082.04,2173.73,9775.83
45,2,Bachelor,IT,Married,0,228561.64,13664.54,5273.09,3147.9,2475.24,2935.42,,3902.01,193916.34
19,1,PhD,Manufacturing,Single,0,154982.19,21394.7,2701.7,1967.26,1929.98,2516.81,5334.98,3277.25,119136.76
47,2,HS,Retail,Single,0,34315.59,6686.85,3692.66,2832.16,2866.53,3029.38,0.0,2868.48,15208.01
47,2,HS,Finance,Married,1,44021.08,10682.72,4640.74,2778.27,1820.84,1897.94,7670.3,5407.51,14530.28
45,3,HS,Gov,Married,0,26877.18,7616.19,4281.4,1876.27,379.97,3198.16,3023.06,4862.63,6502.11
48,2,Master,Retail,Married,2,42516.08,10434.02,4081.77,1409.11,1993.79,1445.13,4386.35,8539.96,18765.9
56,1,HS,Finance,Married,1,58393.96,13025.04,6240.11,2710.41,3367.94,770.36,0.0,11257.22,32280.11
21,2,HS,Manufacturing,Married,3,17829.01,4373.5,2397.33,950.31,1318.53,451.24,1984.09,2389.49,6354.0
26,1,HS,Healthcare,Single,2,37179.51,,2938.24,2768.44,1959.54,3519.04,4075.85,2487.5,13021.51
33,2,HS,Healthcare,Single,1,27400.17,5166.15,1480.02,1500.86,629.53,1327.5,0.0,3124.81,17296.11
51,2,Bachelor,Healthcare,Married,0,165643.94,15726.02,3722.52,2310.86,647.61,3575.07,419.29,6294.11,139242.57
59,1,Bachelor,Manufacturing,Married,1,62862.2,14293.08,7483.6,5762.71,1489.26,5806.67,4924.51,61.33,23102.37
62,2,HS,Gov,Married,1,38809.81,8471.67,3484.15,2759.63,1468.87,619.47,3004.7,5782.08,19001.33
45,3,Bachelor,IT,Single,2,36492.25,7472.68,3811.38,1950.46,2180.04,1220.54,4968.61,5531.23,14888.54
37,3,Bachelor,Healthcare,Married,0,34278.98,8798.51,2864.37,2477.67,755.2,655.69,0.0,3765.98,18727.54
37,2,PhD,IT,Single,0,61560.08,13058.98,5863.63,2720.37,643.16,4431.07,0.0,7444.6,34842.87
20,2,Bachelor,Healthcare,Single,1,27808.6,8475.31,1746.38,2259.91,1710.95,1844.93,0.0,3321.54,11771.12
40,3,Master,Finance,Single,1,45878.03,7890.8,5548.6,2936.94,1806.86,2904.67,0.0,7266.36,24790.15
42,3,PhD,IT,Married,1,41810.11,9774.11,5024.35,3218.8,1500.39,862.86,0.0,5832.7,21429.61
27,3,Bachelor,IT,Married,1,29499.95,10354.11,4341.25,1028.98,1059.34,2076.63,0.0,5216.66,10639.65
54,1,HS,Gov,Married,1,37360.2,7972.35,2530.97,2065.05,1374.8,1449.43,0.0,2174.42,21967.6
56,1,Bachelor,IT,Single,1,68660.74,9837.86,10972.46,1899.99,2576.85,4118.37,4797.81,11352.39,34457.4
32,1,HS,Manufacturing,Single,3,21450.9,5653.81,1867.36,767.35,780.13,938.35,3252.77,2786.8,8191.13
61,3,Bachelor,Manufacturing,Single,0,29782.24,4597.89,1161.54,932.08,1529.53,973.9,0.0,4747.65,20587.29
23,2,Bachelor,IT,Single,0,38035.77,12095.04,5089.89,3427.8,934.74,2227.69,0.0,6563.56,14260.6
61,1,Bachelor,Gov,Married,0,58589.9,,7854.84,5239.47,1596.93,4298.01,6170.34,8186.37,21302.65
54,3,Bachelor,IT,Married,3,46997.42,9831.32,4030.55,2003.19,3204.34,3822.48,4358.72,5786.12,19746.82
28,3,Bachelor,Gov,Married,0,36228.32,7569.27,2454.44,2665.27,1229.94,286.11,0.0,4980.39,22023.28
49,1,HS,IT,Married,0,52285.28,10146.85,928.98,2880.15,2330.98,1113.3,15.45,7073.81,34869.57
32,2,HS,Manufacturing,Single,3,24467.37,5119.75,1416.23,2113.94,1247.02,420.77,0.0,1808.66,14149.68
56,2,Bachelor,Retail,Single,0,33838.99,6834.21,2492.97,3341.25,1162.11,56.84,0.0,6401.69,19951.6
25,1,HS,IT,Married,1,49410.81,10612.33,6013.09,1914.73,1625.61,4326.76,0.0,5447.45,24918.29
29,2,PhD,,Married,1,32595.31,7982.12,3539.13,1497.29,1593.33,172.26,95.81,2743.08,17715.37
32,1,Bachelor,Manufacturing,Single,0,38276.86,7853.96,3998.91,1086.38,2281.04,883.22,1723.94,2792.59,20449.4
27,3,Master,Manufacturing,Married,3,13428.49,5392.43,1153.3,1106.49,704.03,725.16,616.32,1401.98,3730.76
33,3,PhD,Finance,Single,1,60275.23,13837.57,5938.64,3880.17,2926.33,2664.04,0.0,9029.53,31028.48
46,3,Bachelor,Finance,Single,1,44283.09,12144.13,5347.39,1671.35,1337.25,3363.87,5307.29,7676.85,15111.81
48,3,Bachelor,Retail,Married,0,28502.37,4987.0,3324.8,2509.17,587.58,1833.97,1855.5,3023.33,13404.35
44,1,Master,IT,Single,1,68099.59,14376.43,7393.59,2660.25,1661.05,6085.81,0.0,4524.7,35922.47
27,2,HS,Finance,Single,0,32859.88,6426.22,4269.72,1364.44,1366.21,2639.45,0.0,4927.78,16793.84
27,3,Bachelor,Manufacturing,Single,3,33509.13,11208.49,2109.46,2285.41,2042.46,1546.6,0.0,2518.07,14316.7
62,2,HS,Finance,Married,1,43991.54,10720.01,2941.23,1178.3,2396.91,1713.43,1492.34,4866.38,23549.32
30,3,Master,Finance,Married,4,38144.26,7203.83,4737.12,1718.42,1924.61,1714.05,2225.47,5147.48,18620.76
22,2,Master,IT,Married,1,30019.56,3742.04,2529.08,2289.39,1144.26,550.23,5276.69,4176.6,14487.88
39,1,Bachelor,IT,Married,1,64329.19,16662.66,5841.36,1759.31,1793.53,1335.47,0.0,10732.87,36936.86
18,2,Bachelor,Healthcare,Married,0,35542.7,8889.06,2730.48,2457.97,1532.9,1453.43,7499.52,2145.96,10979.34
34,2,Bachelor,Healthcare,Single,0,29767.49,8691.55,2452.85,2774.52,2352.47,0.0,2241.25,3684.77,11254.86
59,2,Bachelor,Gov,Married,2,38247.37,7787.53,3047.26,2629.71,336.82,1788.65,0.0,5782.92,22657.4
30,2,Bachelor,Healthcare,Married,0,42037.36,10149.34,6165.45,2807.95,,1494.05,0.0,7727.9,19476.11
51,2,Master,Manufacturing,Married,4,46321.17,12406.81,4750.29,3317.44,2240.91,2303.73,0.0,1858.57,21301.99
41,3,HS,IT,Single,4,23356.2,3833.17,2566.57,1246.75,1520.03,527.32,2218.91,2781.61,11443.45
35,2,HS,Retail,Married,0,30031.63,8788.79,1625.09,1942.58,1127.19,1658.5,3513.89,4939.01,11375.58
49,2,HS,Manufacturing,Married,2,30111.04,3702.37,2254.51,2234.82,348.39,226.07,3487.8,5724.15,17857.08
46,2,Bachelor,Retail,Married,2,26811.0,6776.89,2016.64,1675.69,722.87,2224.41,0.0,3304.03,13394.5
33,2,Master,Finance,Single,0,53897.25,10420.79,6040.49,4256.76,1964.52,3038.5,0.0,7525.41,28176.19
28,1,HS,Healthcare,Single,2,47168.6,9661.55,3601.04,3147.65,2109.18,1767.8,0.0,2321.96,26881.38
62,2,Bachelor,Retail,Single,3,39194.04,10488.48,4467.4,1475.94,2455.48,2812.52,0.0,5216.57,17494.22
26,1,PhD,Manufacturing,Single,1,46732.78,14068.35,2287.42,2217.02,3222.83,712.16,5193.52,5989.27,19031.47
64,3,HS,Manufacturing,Single,2,25053.12,5991.23,1706.19,1188.23,732.29,2018.96,2479.54,1891.54,10936.68
40,3,Master,IT,Married,0,37092.25,7669.27,1966.49,1909.98,1270.07,3252.02,0.0,7227.82,21024.42
65,2,PhD,Finance,Single,1,59477.86,10735.85,5812.5,3544.26,1204.22,4009.22,6953.44,6726.49,27218.38
34,3,Master,IT,Single,1,36149.05,4938.03,2416.28,827.65,1610.1,0.0,0.0,4528.71,26356.99
45,2,HS,Manufacturing,Married,0,27547.48,5089.55,2551.76,2287.53,963.8,1236.13,4931.88,2354.98,10486.83
47,1,Bachelor,IT,Married,3,50340.41,12896.12,2756.95,3458.63,1523.46,624.04,0.0,5485.75,29081.21
34,3,HS,Retail,Married,3,18631.71,4612.78,953.48,1080.59,814.04,844.62,429.87,2164.65,9896.33
28,3,HS,Retail,Single,3,17665.16,,1359.3,1246.55,1170.88,1810.0,750.83,3661.64,7609.18
42,1,HS,Retail,Married,1,26211.66,5401.84,3824.74,1406.27,200.0,861.34,2404.15,5198.96,12113.34
49,1,HS,Gov,Married,0,37020.91,10681.56,2006.38,2549.14,1320.97,674.04,7887.11,6377.65,11901.71
30,2,PhD,Healthcare,Married,2,52343.33,13727.73,4771.23,3635.76,2778.28,1486.89,6428.42,6063.69,19515.02
54,2,Bachelor,Retail,Married,2,41349.88,10085.21,4596.79,2396.65,3014.77,1162.54,3872.9,7962.76,16221.03
48,2,HS,Manufacturing,Single,3,33389.41,4875.19,3448.83,1839.04,2177.76,548.5,0.0,5858.19,20500.09
25,2,Bachelor,Retail,Married,3,30898.49,6349.29,2282.79,2332.24,2507.67,720.49,2397.84,4976.8,14308.18
63,3,Bachelor,Healthcare,Single,0,33928.34,10465.69,2294.83,2626.5,1954.81,509.24,0.0,5662.61,16077.27
20,1,HS,Retail,Single,1,8000.0,1974.37,800.0,554.71,447.94,202.88,0.0,1070.18,4020.09
49,2,HS,,Single,1,44104.26,4689.01,5799.54,2946.71,2551.79,0.0,1980.06,3549.4,26137.15
39,3,Bachelor,Retail,Married,3,32000.16,7319.89,2752.49,2810.74,625.82,2509.89,7247.81,7211.76,8733.51
49,2,Master,Healthcare,Married,1,38583.68,10419.21,4184.39,2624.79,685.88,2361.98,5757.76,2650.89,12549.65
55,2,HS,Finance,Married,0,42642.51,8484.54,4154.99,1550.19,753.21,4097.53,4538.39,1984.75,19063.66
50,1,Master,Retail,Single,1,46635.65,11312.02,6793.39,2311.11,2894.46,2065.76,3929.98,5218.43,17328.93
49,1,Bachelor,Manufacturing,Married,0,58933.51,21294.9,3906.12,4427.67,2838.13,2548.38,0.0,3913.14,23918.3
58,2,Bachelor,Healthcare,Married,0,50597.84,6540.59,6616.67,2431.22,1944.9,2556.87,5893.5,281.53,24614.08
51,2,HS,Healthcare,Married,3,34446.38,4958.67,2285.87,3022.7,1482.55,971.31,0.0,3640.57,21725.27
57,3,Bachelor,Healthcare,Single,2,44834.39,8012.21,3991.64,3637.66,2756.15,101.89,0.0,5390.77,26334.83
37,2,Bachelor,Retail,Married,0,31144.09,4297.53,4081.88,1340.73,960.57,2378.51,0.0,7480.27,18084.88
27,3,HS,Manufacturing,Married,1,17103.04,4199.77,2146.12,554.57,1202.0,939.62,0.0,4075.03,8060.96
29,3,Master,Healthcare,Married,0,41269.59,9907.79,2493.45,2684.07,1008.87,1662.31,1292.22,2590.06,22220.87
47,1,Bachelor,Gov,Married,2,31337.45,6804.6,3126.05,654.02,1215.25,1313.87,0.0,5373.28,18223.66
43,1,HS,IT,Married,2,45917.85,9731.0,6041.76,2574.33,1606.06,1991.53,,6644.7,17713.41
21,3,HS,Retail,Single,0,15821.17,3565.99,1834.98,1441.37,476.16,1143.23,0.0,2588.76,7359.44
27,2,HS,IT,Single,0,50010.56,11151.02,3198.61,1637.49,1859.05,1486.55,0.0,5804.96,30677.85
64,2,Master,Manufacturing,Married,2,41742.79,7194.29,3814.39,1115.98,1203.33,798.35,0.0,3384.96,27616.46
52,1,HS,IT,Married,3,44030.37,10033.26,4974.6,2754.03,2457.54,1966.12,947.72,1561.95,20897.11
54,2,Bachelor,Retail,Married,4,39307.22,11507.26,3604.37,1759.05,1111.56,2093.11,4116.46,4546.26,15115.41
27,2,Bachelor,IT,Married,0,32657.53,8080.23,2089.27,1603.71,1038.14,1569.72,3712.96,3552.52,14563.5
21,1,HS,Retail,Single,1,25362.72,4253.14,2612.53,2274.83,,463.31,1697.35,4315.42,13755.6
31,2,Bachelor,Manufacturing,Married,0,29071.35,6457.15,4606.67,1681.62,2102.6,304.69,0.0,4020.37,13918.63
59,3,Bachelor,Finance,Single,3,39400.49,4087.67,3995.96,2654.2,341.66,2640.87,1638.73,3332.19,24041.4
42,2,,Gov,Single,1,40865.08,3498.99,1952.96,3451.21,1097.81,2207.37,2531.07,5777.36,26125.67
55,3,Bachelor,Finance,Single,3,45951.02,9652.65,2807.75,1925.25,3037.27,2359.94,0.0,5977.88,26168.16
41,2,HS,Finance,Married,1,31222.43,8133.5,4003.13,1562.06,1132.92,2799.27,0.0,2044.06,13591.55
41,2,HS,Manufacturing,Married,0,23852.85,6321.47,2694.93,2069.64,1208.54,792.08,0.0,2849.05,10766.19
46,2,Bachelor,Finance,Single,1,43932.36,1878.49,4864.89,2704.74,1061.5,2736.99,0.0,5089.63,30685.76
64,1,Bachelor,Retail,Single,4,42782.35,16021.71,4913.99,3680.65,,3147.06,3567.89,6493.86,10886.3
